record_id,scenario_family,source_name,source_url,source_basis,product,product_category,lot_or_batch,observed_text,expected_ctes,expected_abstentions,gold_label_method
web500-0259,produce-field-contamination,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",leaf lettuce,leafy greens,LETT-LOT-514,Foreign matter is detected in the field for leaf lettuce lot LETT-LOT-514.,"[""harvesting""]",[],manual_label_from_public_source_pattern
web500-0260,produce-field-contamination,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",prepared deli salad,prepared food,DELI-LOT-822,Foreign matter is detected in the field for prepared deli salad lot DELI-LOT-822.,"[""harvesting""]",[],manual_label_from_public_source_pattern
web500-0261,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh basil,fresh herbs,BASIL-LOT-042,fresh basil lot BASIL-LOT-042 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0262,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh cucumber,fresh produce,CUC-LOT-118,fresh cucumber lot CUC-LOT-118 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0263,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh sprouts,sprouts,SPR-LOT-220,fresh sprouts lot SPR-LOT-220 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0264,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh tuna,seafood,TUNA-LOT-771,fresh tuna lot TUNA-LOT-771 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0265,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",soft cheese,soft cheese,CHEESE-LOT-319,soft cheese lot CHEESE-LOT-319 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0266,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bulk olive oil,oil ingredient,OIL-LOT-540,bulk olive oil lot OIL-LOT-540 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0267,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bottled olive oil,finished oil,BOT-OIL-903,bottled olive oil lot BOT-OIL-903 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0268,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh grapes,fresh produce,GRAPE-LOT-104,fresh grapes lot GRAPE-LOT-104 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0269,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",leaf lettuce,leafy greens,LETT-LOT-514,leaf lettuce lot LETT-LOT-514 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0270,produce-orchard-packing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",prepared deli salad,prepared food,DELI-LOT-822,prepared deli salad lot DELI-LOT-822 moves from orchard to packing operation and cases are packed.,"[""initial_packing""]",[],manual_label_from_public_source_pattern
web500-0271,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh basil,fresh herbs,BASIL-LOT-042,fresh basil lot BASIL-LOT-042 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0272,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh cucumber,fresh produce,CUC-LOT-118,fresh cucumber lot CUC-LOT-118 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0273,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh sprouts,sprouts,SPR-LOT-220,fresh sprouts lot SPR-LOT-220 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0274,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh tuna,seafood,TUNA-LOT-771,fresh tuna lot TUNA-LOT-771 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0275,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",soft cheese,soft cheese,CHEESE-LOT-319,soft cheese lot CHEESE-LOT-319 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0276,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bulk olive oil,oil ingredient,OIL-LOT-540,bulk olive oil lot OIL-LOT-540 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0277,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bottled olive oil,finished oil,BOT-OIL-903,bottled olive oil lot BOT-OIL-903 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0278,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh grapes,fresh produce,GRAPE-LOT-104,fresh grapes lot GRAPE-LOT-104 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0279,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",leaf lettuce,leafy greens,LETT-LOT-514,leaf lettuce lot LETT-LOT-514 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0280,produce-processing,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",prepared deli salad,prepared food,DELI-LOT-822,prepared deli salad lot DELI-LOT-822 is processed into a new form at the processor.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0281,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh basil,fresh herbs,BASIL-LOT-042,"Traceability record shows source, location, movement, and storage conditions for fresh basil lot BASIL-LOT-042.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0282,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh cucumber,fresh produce,CUC-LOT-118,"Traceability record shows source, location, movement, and storage conditions for fresh cucumber lot CUC-LOT-118.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0283,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh sprouts,sprouts,SPR-LOT-220,"Traceability record shows source, location, movement, and storage conditions for fresh sprouts lot SPR-LOT-220.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0284,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh tuna,seafood,TUNA-LOT-771,"Traceability record shows source, location, movement, and storage conditions for fresh tuna lot TUNA-LOT-771.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0285,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",soft cheese,soft cheese,CHEESE-LOT-319,"Traceability record shows source, location, movement, and storage conditions for soft cheese lot CHEESE-LOT-319.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0286,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bulk olive oil,oil ingredient,OIL-LOT-540,"Traceability record shows source, location, movement, and storage conditions for bulk olive oil lot OIL-LOT-540.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0287,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bottled olive oil,finished oil,BOT-OIL-903,"Traceability record shows source, location, movement, and storage conditions for bottled olive oil lot BOT-OIL-903.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0288,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh grapes,fresh produce,GRAPE-LOT-104,"Traceability record shows source, location, movement, and storage conditions for fresh grapes lot GRAPE-LOT-104.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0289,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",leaf lettuce,leafy greens,LETT-LOT-514,"Traceability record shows source, location, movement, and storage conditions for leaf lettuce lot LETT-LOT-514.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0290,produce-transit-storage,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",prepared deli salad,prepared food,DELI-LOT-822,"Traceability record shows source, location, movement, and storage conditions for prepared deli salad lot DELI-LOT-822.","[""shipping""]",[],manual_label_from_public_source_pattern
web500-0291,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh basil,fresh herbs,BASIL-LOT-042,Controlled cold-chain reading exists for fresh basil lot BASIL-LOT-042 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0292,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh cucumber,fresh produce,CUC-LOT-118,Controlled cold-chain reading exists for fresh cucumber lot CUC-LOT-118 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0293,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh sprouts,sprouts,SPR-LOT-220,Controlled cold-chain reading exists for fresh sprouts lot SPR-LOT-220 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0294,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh tuna,seafood,TUNA-LOT-771,Controlled cold-chain reading exists for fresh tuna lot TUNA-LOT-771 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0295,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",soft cheese,soft cheese,CHEESE-LOT-319,Controlled cold-chain reading exists for soft cheese lot CHEESE-LOT-319 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0296,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bulk olive oil,oil ingredient,OIL-LOT-540,Controlled cold-chain reading exists for bulk olive oil lot OIL-LOT-540 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0297,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",bottled olive oil,finished oil,BOT-OIL-903,Controlled cold-chain reading exists for bottled olive oil lot BOT-OIL-903 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0298,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",fresh grapes,fresh produce,GRAPE-LOT-104,Controlled cold-chain reading exists for fresh grapes lot GRAPE-LOT-104 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0299,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",leaf lettuce,leafy greens,LETT-LOT-514,Controlled cold-chain reading exists for leaf lettuce lot LETT-LOT-514 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0300,produce-cold-chain-only,Produce traceability article,https://en.wikipedia.org/wiki/Produce_traceability,"The article describes tracking produce from origin to retail and records across field/orchard, packing, processing, transit, and storage.",prepared deli salad,prepared food,DELI-LOT-822,Controlled cold-chain reading exists for prepared deli salad lot DELI-LOT-822 during storage only.,[],[],manual_label_from_public_source_pattern
web500-0301,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh basil,fresh herbs,BASIL-LOT-042,Food-processing traceability records all movement of fresh basil lot BASIL-LOT-042 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0302,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh cucumber,fresh produce,CUC-LOT-118,Food-processing traceability records all movement of fresh cucumber lot CUC-LOT-118 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0303,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh sprouts,sprouts,SPR-LOT-220,Food-processing traceability records all movement of fresh sprouts lot SPR-LOT-220 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0304,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh tuna,seafood,TUNA-LOT-771,Food-processing traceability records all movement of fresh tuna lot TUNA-LOT-771 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0305,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",soft cheese,soft cheese,CHEESE-LOT-319,Food-processing traceability records all movement of soft cheese lot CHEESE-LOT-319 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0306,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bulk olive oil,oil ingredient,OIL-LOT-540,Food-processing traceability records all movement of bulk olive oil lot OIL-LOT-540 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0307,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bottled olive oil,finished oil,BOT-OIL-903,Food-processing traceability records all movement of bottled olive oil lot BOT-OIL-903 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0308,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh grapes,fresh produce,GRAPE-LOT-104,Food-processing traceability records all movement of fresh grapes lot GRAPE-LOT-104 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0309,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",leaf lettuce,leafy greens,LETT-LOT-514,Food-processing traceability records all movement of leaf lettuce lot LETT-LOT-514 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0310,traceability-movement-steps,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",prepared deli salad,prepared food,DELI-LOT-822,Food-processing traceability records all movement of prepared deli salad lot DELI-LOT-822 through the production flow.,"[""shipping"", ""transformation""]",[],manual_label_from_public_source_pattern
web500-0311,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh basil,fresh herbs,BASIL-LOT-042,Barcode identifier BASIL-LOT-042 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0312,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh cucumber,fresh produce,CUC-LOT-118,Barcode identifier CUC-LOT-118 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0313,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh sprouts,sprouts,SPR-LOT-220,Barcode identifier SPR-LOT-220 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0314,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh tuna,seafood,TUNA-LOT-771,Barcode identifier TUNA-LOT-771 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0315,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",soft cheese,soft cheese,CHEESE-LOT-319,Barcode identifier CHEESE-LOT-319 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0316,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bulk olive oil,oil ingredient,OIL-LOT-540,Barcode identifier OIL-LOT-540 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0317,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bottled olive oil,finished oil,BOT-OIL-903,Barcode identifier BOT-OIL-903 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0318,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh grapes,fresh produce,GRAPE-LOT-104,Barcode identifier GRAPE-LOT-104 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0319,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",leaf lettuce,leafy greens,LETT-LOT-514,Barcode identifier LETT-LOT-514 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0320,traceability-barcode-only,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",prepared deli salad,prepared food,DELI-LOT-822,Barcode identifier DELI-LOT-822 can be traced through software messages and files.,[],[],manual_label_from_public_source_pattern
web500-0321,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh basil,fresh herbs,BASIL-LOT-042,System links fresh basil lot BASIL-LOT-042 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0322,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh cucumber,fresh produce,CUC-LOT-118,System links fresh cucumber lot CUC-LOT-118 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0323,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh sprouts,sprouts,SPR-LOT-220,System links fresh sprouts lot SPR-LOT-220 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0324,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh tuna,seafood,TUNA-LOT-771,System links fresh tuna lot TUNA-LOT-771 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0325,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",soft cheese,soft cheese,CHEESE-LOT-319,System links soft cheese lot CHEESE-LOT-319 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0326,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bulk olive oil,oil ingredient,OIL-LOT-540,System links bulk olive oil lot OIL-LOT-540 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0327,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bottled olive oil,finished oil,BOT-OIL-903,System links bottled olive oil lot BOT-OIL-903 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0328,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh grapes,fresh produce,GRAPE-LOT-104,System links fresh grapes lot GRAPE-LOT-104 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0329,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",leaf lettuce,leafy greens,LETT-LOT-514,System links leaf lettuce lot LETT-LOT-514 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0330,traceability-supplier-sales,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",prepared deli salad,prepared food,DELI-LOT-822,System links prepared deli salad lot DELI-LOT-822 to suppliers and future sales through the supply chain.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0331,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh basil,fresh herbs,BASIL-LOT-042,Production flow links supplier input lot BASIL-LOT-042 to finished output lot OUT-BASIL-LOT-042.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0332,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh cucumber,fresh produce,CUC-LOT-118,Production flow links supplier input lot CUC-LOT-118 to finished output lot OUT-CUC-LOT-118.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0333,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh sprouts,sprouts,SPR-LOT-220,Production flow links supplier input lot SPR-LOT-220 to finished output lot OUT-SPR-LOT-220.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0334,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh tuna,seafood,TUNA-LOT-771,Production flow links supplier input lot TUNA-LOT-771 to finished output lot OUT-TUNA-LOT-771.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0335,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",soft cheese,soft cheese,CHEESE-LOT-319,Production flow links supplier input lot CHEESE-LOT-319 to finished output lot OUT-CHEESE-LOT-319.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0336,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bulk olive oil,oil ingredient,OIL-LOT-540,Production flow links supplier input lot OIL-LOT-540 to finished output lot OUT-OIL-LOT-540.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0337,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",bottled olive oil,finished oil,BOT-OIL-903,Production flow links supplier input lot BOT-OIL-903 to finished output lot OUT-BOT-OIL-903.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0338,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",fresh grapes,fresh produce,GRAPE-LOT-104,Production flow links supplier input lot GRAPE-LOT-104 to finished output lot OUT-GRAPE-LOT-104.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0339,traceability-production-flow,Traceability article,https://en.wikipedia.org/wiki/Traceability,"The article describes food-processing traceability as recording movement and production-process steps, using unique identifiers through suppliers and future sales.",leaf lettuce,leafy greens,LETT-LOT-514,Production flow links supplier input lot LETT-LOT-514 to finished output lot OUT-LETT-LOT-514.,"[""transformation""]",[],manual_label_from_public_source_pattern
